Name,Type,Address,Entity,Canton,Municipality,Latitude,Longitude,Phone,Email,Web address
Prva osnovna škola Stolac - Stolac,Elementary,Stolac bb,Federation Of Bosnia and Herzegovina,HNK,,43.083377, 17.959429,38736854006,,
Me?unarodna osnovna škola Mostar,Elementary,N. Šubi?a Zrinjskog 2,Federation Of Bosnia and Herzegovina,HNK,,43.358586,17.814563,38736833410,,
O.Š. Antuna Branka Šimi?a (I),Elementary,Kraljice Katarine 38,Federation Of Bosnia and Herzegovina,HNK,,43.337996,17.801907,38736330552,,
III Osnovna škola,Elementary,Trg hrvatskih velikana bb,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.342735,17.802143,38736318451,,
O.Š. Ili?i,Elementary,Ili?i bb,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.3448,17.775588,38736330732,,
O.Š. Ivana Gunduli?a (V i VI),Elementary,Rudarska 87,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.353912,17.799376,38736347196,,
O.Š. Silvija S. Kranj?evi?a (VIII),Elementary,Bleiburških žrtava 35,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.34965,17.791783,38736311160,,
O.Š. Cim,Elementary,Tre?e cimske bojne,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.35098,17.782768,38736341712,,
O.Š Petra Bakule (X),Elementary,Kralja Tomislava 9,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.347957,17.799453,38736328675,,
O.Š. Ilije Jakovljevi?a,Elementary,Ante Star?evi?a bb,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.352497,17.803746,38736324919,,
O.Š. za djecu s posebnim potrebama,Elementary,Nikole Šubi?a Zrinjskog bb,Federation Of Bosnia and Herzegovina,HNK,Mostar,,,38736313250,,
O.Š. Bartola Kaši?a Rodo? (IX),Elementary,Rude Hrozni?eka 46,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.316412,17.816866,38736350128,,
O.Š. Marina Drži?a Buna,Elementary,Buna bb,Federation Of Bosnia and Herzegovina,HNK,Mostar,,,38736480510,,
O.Š. Kruševo,Elementary,Kruševo bb,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.285679,17.753615,38736486380,,
O.Š. fra Didaka Bunti?a ?itluk,Elementary,?itluk bb,Federation Of Bosnia and Herzegovina,HNK,,43.227897,17.698069,38736642086,,
O.Š. ?erin ?itluk,Elementary,?erin bb,Federation Of Bosnia and Herzegovina,HNK,,43.269807,17.636775,38736652554,,
O.Š. Bijakovi?i - ?itluk,Elementary,Bijakovi?i bb,Federation Of Bosnia and Herzegovina,HNK,,43.190858,17.680488,38736651102,,
O.Š. Vladimira Pavlovi?a ?apljina,Elementary,?apljina bb,Federation Of Bosnia and Herzegovina,HNK,,43.113285,17.702626,38736805091,,
O.Š. “Lipanjske zore“ Viši?i,Elementary,Viši?i bb,Federation Of Bosnia and Herzegovina,HNK,,43.064885,17.710916,38736814066,,
Osnovna škola Stolac - Stolac,Elementary,Stolac bb,Federation Of Bosnia and Herzegovina,HNK,,43.083376,17.959411,38736853443,,
Osnovna škola Crni?i - Stolac,Elementary,Crni?i bb,Federation Of Bosnia and Herzegovina,HNK,,43.126174,17.857986,38736862235,,
Osnovna škola Ravno - Ravno,Elementary,Ravno bb,Federation Of Bosnia and Herzegovina,HNK,,42.887737,17.963443,38736891525,,
O.Š. Kardinala Stepinca Neum,Elementary,Neum bb,Federation Of Bosnia and Herzegovina,HNK,,42.929304,17.616859,38736880017,,
O.Š. Marka Maruli?a Prozor,Elementary,Kralja Tomislava bb,Federation Of Bosnia and Herzegovina,HNK,,43.821866,17.607904,38736770070,,
O.Š. fra Jeronima Vladi?a Ripci - Prozor,Elementary,Ripci bb,Federation Of Bosnia and Herzegovina,HNK,,,,38736780675,,
O.Š. Ivana Mažurani?a Gra?ac - Rama,Elementary,Gra?ac bb,Federation Of Bosnia and Herzegovina,HNK,,43.728065,17.680841,38736784012,,
O.Š. Veselka Tenžere Uzdol - Rama,Elementary,Uzdol bb,Federation Of Bosnia and Herzegovina,HNK,,,,38736783004,,
Glazbena škola Brotnjo - ?itluk,Elementary,S.S.Kranj?evi?a 2,Federation Of Bosnia and Herzegovina,HNK,,43.227554,17.697559,38736644687,,
OŠ Harmani 1,Elementary,Harmanski Sokak 3,Federation Of Bosnia and Herzegovina,USK,,44.813877,15.867208,38737223292,os.harmani1@bih.net.ba,
OŠ Harmani 2,Elementary,Ešrefa Kova?evi?a bb,Federation Of Bosnia and Herzegovina,USK,,44.811716,15.865522,38737220198,harmani_2@hotmail.com,
OŠ Prekounje,Elementary,Safvet-bega Bašagi?a 26,Federation Of Bosnia and Herzegovina,USK,,44.817292,15.876488,38737311030,skola_prekounje@hotmail.com,
OŠ Gornje Prekounje Ripac,Elementary,Vejzovac bb,Federation Of Bosnia and Herzegovina,USK,,44.813933,15.883303,38737319231,os.gornjep@hotmail.com,
OŠ Kamenica,Elementary,Mula Mustafe Bašeskije bb,Federation Of Bosnia and Herzegovina,USK,,44.843671,15.829912,38737388142,os.kamenica@gmail.com,
OŠ Gata Ilidza Vrsta,Elementary,"Gata, Biha?",Federation Of Bosnia and Herzegovina,USK,,44.931559,15.810354,38737370310,skolagata.gata@gmail.com,
OŠ Brekovica,Elementary,Brekovica bb,Federation Of Bosnia and Herzegovina,USK,,44.880411,15.885134,38737302131,os.brekovica@bih.net.ba,
OŠ Kulen Vakuf - Orašac,Elementary,Trg žrtava 12. juni,Federation Of Bosnia and Herzegovina,USK,,44.627411,16.070285,38737365651,os.kulenvakuf.orasac@bih.net.ba,
KŠC 'Ivan Pavao II',Elementary,Ceravci bb,Federation Of Bosnia and Herzegovina,USK,,44.816814,15.850486,38737350850,ksc-bihac@net.hr,
Medjunarodna osnovna škola 'Richmond Park International Primary school' - Biha?,Elementary,Safvet-bega Bašagi?a,Federation Of Bosnia and Herzegovina,USK,,44.818598,15.877278,38737312902,bihac@rps.edu.ba,
Prva osnovna škola,Elementary,Trg Avde ?uka 36,Federation Of Bosnia and Herzegovina,USK,,44.882873,16.158731,38737471107,prvaosnovna_bk@yahoo.com,
Druga osnovna škola,Elementary,Zahum bb,Federation Of Bosnia and Herzegovina,USK,,44.885751,16.160608,38737472066,druga_osnovna_skola@hotmail.com,
OŠ 'Jezerski',Elementary,Jezerski bb,Federation Of Bosnia and Herzegovina,USK,,44.976092,16.09199,38737481063,osjezerski@hotmail.com,
OŠ Otoka,Elementary,Oto?kih heroja bb,Federation Of Bosnia and Herzegovina,USK,,44.962609,16.181094,38737477003,juotoka@bih.net.ba,
OŠ Ahmet Hromadži?,Elementary,V Korpusa bb,Federation Of Bosnia and Herzegovina,USK,,44.552688,16.368356,38737881047,skola.bp@bih.net.bos.buzim@bih.net.ba,
OŠ Bužim,Elementary,Generala Izeta Nani?a 35,Federation Of Bosnia and Herzegovina,USK,,45.063648,16.028758,38737410114,os.buzim@bih.net.ba,
OŠ Konjodor,Elementary,Konjodor bb,Federation Of Bosnia and Herzegovina,USK,,45.005641,16.0289,38737425089,os_konjodor@hotmail.com,
OŠ Mirsad Salki?,Elementary,?ava bb,Federation Of Bosnia and Herzegovina,USK,,45.027206,16.092354,38737423265,osmirsad.salkic@gmail.com,
OŠ Cazin I,Elementary,Hasana Mujeyinovi?a,Federation Of Bosnia and Herzegovina,USK,,44.96396,15.937528,38737514221,osnovna.skola.cazin.1@gmail.com,
OŠ Cazin II,Elementary,?uprija bb,Federation Of Bosnia and Herzegovina,USK,,44.967161,15.925122,38737539032,oscazin2@gmail.com,
OŠ ?orali?i,Elementary,?orali?i bb,Federation Of Bosnia and Herzegovina,USK,,44.982997,15.883709,38737536598,juoscoralici@gmail.com,
OŠ Gornja Koprivna,Elementary,Gornja Koprivna bb,Federation Of Bosnia and Herzegovina,USK,,45.01093,15.954915,38737550673,os.gornjakoprivna@bih.net.ba,
OŠ Liskovac,Elementary,Liskovac bb Pe?igrad,Federation Of Bosnia and Herzegovina,USK,,45.04447,15.846904,38737551008,mirsada.beganovic@hotmail.com,
OŠ Ostrožac,Elementary,Ostrožac bb,Federation Of Bosnia and Herzegovina,USK,,44.908346,15.93171,38737531159,juosostrozac@hotmail.com,
OŠ Pe?igrad,Elementary,Pe?igrad bb,Federation Of Bosnia and Herzegovina,USK,,45.053939,15.89726,38737540204,ospecigrad@hotmail.com,
OŠ Skokovi,Elementary,Skokovi bb,Federation Of Bosnia and Herzegovina,USK,,45.029848,15.915172,38737547302,os.skokovi@gmail.com,
OŠ Stijena,Elementary,Stijena bb,Federation Of Bosnia and Herzegovina,USK,,44.943729,16.020051,38737543536,osstijena@hotmail.com,
OŠ Šturli?,Elementary,Šturli? bb,Federation Of Bosnia and Herzegovina,USK,,45.058561,15.782533,38737555002,os.sturlic@gmail.com,
OŠ Trža?ka Raštela,Elementary,Trža?ka raštela bb,Federation Of Bosnia and Herzegovina,USK,,44.975897,15.78447,38737520033,juosrastela1@hotmail.com ,
OŠ Klju?,Elementary,Kulina bana bb,Federation Of Bosnia and Herzegovina,USK,,44.53332,16.77713,38737660127,os.kljuc@bih.net.ba,
OŠ Velagi?,Elementary,Velagi?i bb,Federation Of Bosnia and Herzegovina,USK,,44.559153,16.723689,38737647712,ju.os.velagici@gmail.com,
OŠ Sanica,Elementary,Sanica,Federation Of Bosnia and Herzegovina,USK,,44.615467,16.642678,38737671008,skola.sanica@hotmail.com,
Prva osnovna škola,Elementary,Ibrahima Mržljaka 27,Federation Of Bosnia and Herzegovina,USK,,45.185166,15.80441,38737773811,prvaosnovnaskola.vk@gmail.com,
OŠ 25. Novembar,Elementary,Biha?kih brigada 7,Federation Of Bosnia and Herzegovina,USK,,45.183053,15.811749,38737770208,os.25.novembar@bih.net.ba,
OŠ Crvarevac,Elementary,"Crvarevac, Zborište bb",Federation Of Bosnia and Herzegovina,USK,,45.128627,15.992269,38737725632,juos.crvarevac@yahoo.se,
OŠ Donja Vidovska,Elementary,Donja Vidovska,Federation Of Bosnia and Herzegovina,USK,,45.128313,15.815685,38737723331,os.donjavidovska@hotmail.com ,
OŠ Sead ?ehi?,Elementary,"Grahovo, Mala Kladuša",Federation Of Bosnia and Herzegovina,USK,,45.141381,15.842332,38737720504,osseadcehic@hotmail.com,
OŠ Podzvizd,Elementary,Podzvizd bb,Federation Of Bosnia and Herzegovina,USK,,45.18082,15.873527,38737718923,podzvizd@bih.net.ba,
OŠ Fadil Bilal,Elementary,Šumatac bb,Federation Of Bosnia and Herzegovina,USK,,45.097419,15.858521,38737713448,os.fadilbilal@bih.net.ba,
OŠ Todorovska Slapnica,Elementary,Todorovska slapnica bb Vrnogra?,Federation Of Bosnia and Herzegovina,USK,,45.129923,15.909253,38737728388,os.todslapnica@bih.net.ba,
OŠ Todorovo,Elementary,Todorovo bb,Federation Of Bosnia and Herzegovina,USK,,45.084282,15.92986,38737716858,os_todorovo@hotmail.com,
OŠ 1. Mart,Elementary,Vrnogra? bb,Federation Of Bosnia and Herzegovina,USK,,45.16342,15.954978,38737710481,os1mart.vrnograc@gmail.com ,
OŠ 5. Oktobar,Elementary,"Naselje 17, Viteške bb",Federation Of Bosnia and Herzegovina,USK,,44.768872,16.655601,38737686172,oss.5.oktobar@bih.net.ba,
OŠ Hasan Kiki?,Elementary,Klju?ka 23,Federation Of Bosnia and Herzegovina,USK,,44.763475,16.668178,38737685271,hasankikic_sa@hotmail.com,
OŠ Prva sanska škola,Elementary,Banjalu?ka bb,Federation Of Bosnia and Herzegovina,USK,,44.768522,16.673879,38737689437,os.prvasanskaskola@hotmail.com,
OŠ Mahala,Elementary,Hamzibegova mahala bb,Federation Of Bosnia and Herzegovina,USK,,44.75623,16.668927,38737681989,os.mahala@gmail.com,
OŠ Skender Kulenovi?,Elementary,Donji kamengrad bb,Federation Of Bosnia and Herzegovina,USK,,44.787172,16.574918,38737695040,skulenovic@live.com,
OŠ Fajtovci,Elementary,Fajtovci,Federation Of Bosnia and Herzegovina,USK,,44.79045,16.51349,38737698404,sekretar@osfajtovci.com,
OŠ Vrhpolje,Elementary,Vrhpolje bb,Federation Of Bosnia and Herzegovina,USK,,44.685326,16.735685,38737692809,vrhpolje.skola@gmail.com,
Osnovna muzi?ka škola 'Avdo Smailovi?',Elementary,Seada Sofovi?a Sofe bb,Federation Of Bosnia and Herzegovina,BPK,,43.667971,18.97571,38738222422,muzicka.gorazde@gmail.com,
Osnovna škola 'Pra?a',Elementary,Trg Kemala Keme Hrve 1,Federation Of Bosnia and Herzegovina,BPK,,43.76259,18.763757,38738799104,juospraca@bih.net.ba,
Osnovna škola 'Hasan Tur?alo Brzi',Elementary,Omladinska 1,Federation Of Bosnia and Herzegovina,BPK,,43.639995,18.816293,3873824022,osbrzi@bih.net.ba,
Osnovna škola 'Fahrudin Fahro Baš?elija',Elementary,,Federation Of Bosnia and Herzegovina,BPK,Goražde,43.664339,18.972435,38738240750, juosffb@bih.net.ba,
Osnovna škola 'Husein ef. ?ozo',Elementary,Seada Sofovi?a Sofe 4,Federation Of Bosnia and Herzegovina,BPK,Goražde,43.668007,18.975281,38738221215,oshed@bih.net.ba,http://oshed.com.ba/
Osnovna škola 'Mehmedalija Mak Dizdar',Elementary,,Federation Of Bosnia and Herzegovina,BPK,,43.626841,18.958362,38738230553,mak000@bih.net.ba,
Osnovna škola 'Mehmedalija Mak Dizdar',Elementary,,Federation Of Bosnia and Herzegovina,BPK,,43.618621,18.912935,38738230553,mak000@bih.net.ba,
Osnovna škola 'Ustikolina',Elementary,,Federation Of Bosnia and Herzegovina,BPK,,43.581596,18.790197,38738518139,os_ustikolina@hotmail.com,
Osnovna škola 'Mehmedalija Mak Dizdar',Elementary,,Federation Of Bosnia and Herzegovina,BPK,,43.665531,18.886515,38738825163,mak000@bih.net.ba,
Osnovna škola Marka Maruli?a – Ljubuški,Elementary,Zrinsko-frankopanska bb,Federation Of Bosnia and Herzegovina,ZHK,,43.196112,17.543845,38739833724,os.marko.marulic.ljubuski@tel.net.ba ,http://os-markamarulica.info/
Osnovna škola Ivane Brli? Mažurani? – Ljubuški,Elementary,Humac,Federation Of Bosnia and Herzegovina,ZHK,,43.182619,17.526955,38739831315,oshumac@tel.net.ba ,
Osnovna škola Tina Ujevi?a – Vitina,Elementary,Vitina,Federation Of Bosnia and Herzegovina,ZHK,,43.239555,17.480938,38739841651,os.vitina@tel.net.ba ,
Osnovna škola Ante Brune Buši?a - Rakitno,Elementary,Pokle?ani bb,Federation Of Bosnia and Herzegovina,ZHK,,43.549905,17.42871,38739692410, os.abb@rakitno.net ,
Osnovna škola Franica Dall'era – Vir,Elementary,Me?et bb,Federation Of Bosnia and Herzegovina,ZHK,,43.52391,17.204688,38739691291,os.vir@tel.net.ba ,
Osnovna škola Ivana Mažurani?a- Posušje,Elementary,Šimuna ?uture 16,Federation Of Bosnia and Herzegovina,ZHK,,43.472142,17.330803,38739681023,o.s.posusje@tel.net.ba ,
Osnovna škola Ru?era Boškovi?a -Grude,Elementary,Ivana Alilovi?a bb,Federation Of Bosnia and Herzegovina,ZHK,,43.3694,17.415917,38739662329,os.grude@tel.net ,
Osnovna škola Antuna Branka i Stanislava Šimi?a - Drinovci,Elementary,Središte 203,Federation Of Bosnia and Herzegovina,ZHK,,43.360839,17.322715,38739672520,osdrinovci@gmail.com ,
Osnovna škola fra. Stipana Vrlji?a - Sovi?i,Elementary,,Federation Of Bosnia and Herzegovina,ZHK,,43.405752,17.322056,38739670062,os.sovici@tel.net.ba ,
Prva osnovna škola – Široki Brijeg,Elementary,Augusta Šenoe 6,Federation Of Bosnia and Herzegovina,ZHK,,43.377612,17.586251,38739703359,prvaosnovnasb@gmail.com ,
Druga osnovna škola – Široki Brijeg,Elementary,,Federation Of Bosnia and Herzegovina,ZHK,,43.378375,17.604844,38739704590,druga.ossb@yahoo.com ,
Osnovna škola Ko?erin,Elementary,Ko?erin bb,Federation Of Bosnia and Herzegovina,ZHK,,43.389618,17.484661,38739711213,oskocerin@gmail.com ,www.os-kocerin.com
Osnovna škola Biograci,Elementary,Biograci,Federation Of Bosnia and Herzegovina,ZHK,,43.323011,17.674317,38739713417,os.biograci@wic.ba,
Osnovna škola Vrani?,Elementary,Vrani? bb,Federation Of Bosnia and Herzegovina,ZHK,,43.42953,17.409632,38739694355,,
JU OŠ “Banovi?i” Banovi?i,Elementary,Omladinskih radnih brigada 4,Federation Of Bosnia and Herzegovina,TK,Banovi?i,44.404569,18.525017,38735876214,os.banovici@bih.net.ba,
JU OŠ 'Grivice' Banovi?i,Elementary,Boži?ka 4  Banovi?i,Federation Of Bosnia and Herzegovina,TK,Banovi?i,44.40847,18.526421,38735871150,juos.grivice@bih.net.ba,www.grivice.com
JU OŠ “Seona” Aljkovi?i,Elementary,Aljkovi?i bb,Federation Of Bosnia and Herzegovina,TK,Banovi?i,44.43451,18.377131,38735883440,os.seona@bih.net.ba,
JU OŠ 'Banovici Selo' Banovi?i Selo,Elementary,Banovi?i Selo bb,Federation Of Bosnia and Herzegovina,TK,Banovi?i,44.405161,18.443896,38735872105,banovici.s.s@bih.net.ba,www.skola-banovici-selo.com
JU OŠ “Treštenica” Treštenica,Elementary,Treštenica bb,Federation Of Bosnia and Herzegovina,TK,Banovi?i,44.436919,18.455906,38735890445,os.trestenica@bih.net.ba,
JU OŠ “?eli?” ?eli?,Elementary,Alije Izetbegovi?a 61,Federation Of Bosnia and Herzegovina,TK,?eli?,44.721589,18.82079,38735660111,os.celic@gmail.com,
JU OŠ “Humci” Humci,Elementary,Odreda Vjetrenik 8 Donji Humci,Federation Of Bosnia and Herzegovina,TK,?eli?,44.685577,18.698846,38735669750,kitovnica@yahoo.com,
JU OŠ “Vraži?i” Vraži?i,Elementary,Vraži?i bb,Federation Of Bosnia and Herzegovina,TK,?eli?,44.738314,18.754755,38735663090,skola_vrazici@bih.net.ba,www.osvrazici.com.ba
JU OŠ “Brijesnica” Brijesnica Velika,Elementary,Brijesnica Velika bb,Federation Of Bosnia and Herzegovina,TK,Doboj - istok,44.722301,18.207595,38735723454,juosvbrijesnica@bih.net.ba,www.osbrijesnica.com.ba
JU OŠ “Klokotnica” Klokotnica,Elementary,Klokotnica bb,Federation Of Bosnia and Herzegovina,TK,Doboj - istok,44.725784,18.187209,38735722121,skola.klokotnica@bih.net.ba,www.juosklokotnica.edu.ba
JU OŠ “Gornja Orahovica” Gornja Orahovica,Elementary,Gornja Orahovica bb,Federation Of Bosnia and Herzegovina,TK,Gra?anica,44.687641,18.395285,38735710250,juos_gorahovica@yahoo.com,
JU Druga osnovna škola Gra?anica,Elementary,Patriotske lige bb,Federation Of Bosnia and Herzegovina,TK,Gra?anica,44.695515,18.298807,38735708333,drugaosgracanica@bih.net.ba,www.drugaosgracanica.com.ba
JU OŠ “Doborovci” Doborovci,Elementary,Doborovci bb,Federation Of Bosnia and Herzegovina,TK,Gra?anica,44.752376,18.396375,38735798061,juosdoborovci@bih.net.ba,
JU OŠ “Džakule” Džakule,Elementary,Džakule bb,Federation Of Bosnia and Herzegovina,TK,Gra?anica,44.773951,18.389486,38735719663,juosdzakule@wirac.ba,
JU OŠ “Lukavica” Lukavica,Elementary,Lukavica bb,Federation Of Bosnia and Herzegovina,TK,Gra?anica,44.763922,18.185549,38735729106,skola000@bih.net.ba ,
JU OŠ “Maleši?i” Maleši?i,Elementary,Malešici bb,Federation Of Bosnia and Herzegovina,TK,Gra?anica,44.737378,18.274446,38735796061,juosmalesici@hotmail.com,www.juosmalesicicjb.net
JU OŠ “Miri?ina” Miri?ina,Elementary,Miri?ina bb,Federation Of Bosnia and Herzegovina,TK,Gra?anica,44.61949,18.405118,38735716336,juosmiricina@yahoo.com,
JU OŠ “Orahovica” Orahovica Donja,Elementary,Orahovica Donja  bb,Federation Of Bosnia and Herzegovina,TK,Gra?anica,44.642924,18.375821,38735712144,juosdorahovica@yahoo.com,
JU OŠ “Soko” Soko,Elementary,Soko bb,Federation Of Bosnia and Herzegovina,TK,Gra?anica,44.742408,18.338827,38735790282,juossoko@gmail.com,
JU OŠ “Stjepan Polje” Stjepan Polje,Elementary,Stjepan Polje bb,Federation Of Bosnia and Herzegovina,TK,Gra?anica,44.706715,18.250396,38735792019,osnovna.sk@bih.net.ba,www.osstjepanpolje.4t.com
JU OŠ “Hasan Kiki?” Gra?anica,Elementary,111 gra?ani?ke brigade 2,Federation Of Bosnia and Herzegovina,TK,Gra?anica,44.706367,18.311401,38735700430,has-ki@bih.net.ba,www.oshk.gracanica.net
JU OŠ “Hasan Kiki?” Grada?ac,Elementary,Vida 1 ,Federation Of Bosnia and Herzegovina,TK,Grada?ac,44.874386,18.407242,38735823615,oshkgra1@bih.net.ba,www.oshasankikic.com
JU OŠ 'Dr. Safvet-beg Bašagi?' Grada?ac,Elementary,Žrtava Srebrenice bb,Federation Of Bosnia and Herzegovina,TK,Grada?ac,44.877419,18.432307,38735821250,dauf@bih.net.ba,www.sbbgra.org
JU OŠ “Edhem Mulabdi?” Me?i?a Donja,Elementary,Me?i?a Donja bb,Federation Of Bosnia and Herzegovina,TK,Grada?ac,44.802607,18.411862,38735869026,skolaemc@bih.net.ba,
JU OŠ “Hamdija Kreševljakovi?” Kamberi,Elementary,Kamberi bb – Mionica II,Federation Of Bosnia and Herzegovina,TK,Grada?ac,44.860209,18.488101,38735857243,juos.hk@gmail.com,
JU OŠ “Ivan Goran Kova?i?” Grada?ac,Elementary,Husein-kapetana Gradaš?evi?a 53,Federation Of Bosnia and Herzegovina,TK,Grada?ac,44.877829,18.422798,38735821240,senad.hecim@gmail.com,www.kovacic.com
JU OŠ “Musa ?azim ?ati?” Zelinja Donja,Elementary,Zelinja Donja 196,Federation Of Bosnia and Herzegovina,TK,Grada?ac,44.827775,18.39417,38735829800,os_sk_ze@bih.net.ba,www.geocities.com/musa2001.ba
JU OŠ “Mebmed-beg Kapetanovi? Ljubušak” Srnice Donje,Elementary,Srnice Donje bb,Federation Of Bosnia and Herzegovina,TK,Grada?ac,44.7921,18.47477,38735858004,juos.ljubusak@bih.net.ba,
JU OŠ “Kalesija” Kalesija,Elementary,Patriotske lige bb,Federation Of Bosnia and Herzegovina,TK,Kalesija,44.442586,18.875858,38735610080,os.kalesija@neon.ba,www.os.kalesija.com
JU OŠ “Rainci Gornji” Rainci Gornji,Elementary,Rainci Gornji bb,Federation Of Bosnia and Herzegovina,TK,Kalesija,44.466504,18.815642,38735638099,osrainci@bih.net.ba,www.os-raincigornji.npage.eu
JU OŠ “Tojši?i” Tojši?i,Elementary,Centar bb Tojši?i,Federation Of Bosnia and Herzegovina,TK,Kalesija,44.479957,18.787837,38735635635,juos.toj@bih.net.ba  ,www.ostojsici.com
JU OŠ “Vukovije” Vukovije,Elementary,Gornje Vukovije bb,Federation Of Bosnia and Herzegovina,TK,Kalesija,44.465915,18.765116,38735611670,osvukovije@hotmail.com,
JU OŠ „Memi?i” Memi?i,Elementary,Memi?i bb,Federation Of Bosnia and Herzegovina,TK,Kalesija,44.425909,18.927379,38735615218,skolamemici@gmail.com,
JU OŠ “Kladanj” Kladanj,Elementary,Kladanjskih brigada 28,Federation Of Bosnia and Herzegovina,TK,Kladanj,44.228546,18.696358,38735621094,kladanj@bih.net.ba,www.os-kladanj.edu.ba
JU OŠ “Stupari” Stupari,Elementary,Stupari bb,Federation Of Bosnia and Herzegovina,TK,Kladanj,44.31152,18.679273,38735622400,osstupari@gmail.com,
JU OŠ “Lukavac Mjesto” Lukavac,Elementary,Tuzlanskog partizanskog odreda bb,Federation Of Bosnia and Herzegovina,TK,Lukavac,44.540973,18.527405,38735553732,ooslukavacmjesto@hotmail.com,
JU OŠ “Lukavac Grad” Lukavac,Elementary,Derviša Suši?a bb Lukavac,Federation Of Bosnia and Herzegovina,TK,Lukavac,44.531936,18.537617,38735554199,os.lukavacgrad@bih.net.ba ,www.lukavac-grad.com.ba
JU OŠ “Gnojnica” Gnojnica,Elementary,Gnojnica bb,Federation Of Bosnia and Herzegovina,TK,Lukavac,44.61804,18.445958,38735575230,osgnojnica@gmail.com,
JU OŠ “Poljice” Poljice,Elementary,Poljice bb,Federation Of Bosnia and Herzegovina,TK,Lukavac,44.479519,18.489287,38735540698,skolapoljice@gmail.com,www.poljice.ba
JU OŠ “Prokosovi?i” Prokosovi?i,Elementary,Prokosovi?i bb,Federation Of Bosnia and Herzegovina,TK,Lukavac,44.514528,18.485009,38735561123,osprokosovici@yahoo.com,www.osprokosovici.info
JU OŠ “Pura?i?” Pura?i?,Elementary,Školska bb Pura?i?,Federation Of Bosnia and Herzegovina,TK,Lukavac,44.546265,18.478248,38735562255,os.puracic.bb@gmail.com,
JU OŠ “Dobošnica” Dobošnica,Elementary,Donja Dobošnica bb,Federation Of Bosnia and Herzegovina,TK,Lukavac,44.583926,18.447438,38735577078,os.dobos@yahoo.com,
JU OŠ “Turija” Turija,Elementary,Turija bb,Federation Of Bosnia and Herzegovina,TK,Lukavac,44.513011,18.419287,38735564087,osturija@yahoo.com,
JU OŠ “Sapna” Sapna,Elementary,206. viteške brigade bb,Federation Of Bosnia and Herzegovina,TK,Sapna,44.490905,19.002049,38735599015,os.sapna@bih.net.ba,www.os.sapna.ba
JU Druga osnovna škola Srebrenik,Elementary,Meše Selimovi?a bb,Federation Of Bosnia and Herzegovina,TK,Srebrenik,44.705867,18.498955,38735647091,druga.osnovna@bih.net.ba,
JU OŠ “Duboki Potok” Duboki Potok,Elementary,Duboki Potok bb,Federation Of Bosnia and Herzegovina,TK,Srebrenik,44.666876,18.502342,38735653098,os.dpotok@osdpotok.edu.ba,
JU OŠ “Podorašje” Podorašje,Elementary,Podorašje bb,Federation Of Bosnia and Herzegovina,TK,Srebrenik,44.637708,18.590248,38735651979,os.pod@hotmail.com,
JU OŠ “Špionica” Špionica,Elementary,Špionica bb,Federation Of Bosnia and Herzegovina,TK,Srebrenik,44.756729,18.486892,38735650022,spionica27@gmail.com,
JU Prva osnovna škola Srebrenik,Elementary,Alije Izetbegovi?a 2,Federation Of Bosnia and Herzegovina,TK,Srebrenik,44.705474,18.489802,38735647260,besacica@yahoo.com,www.prvaos.net
JU OŠ “Rapatnica” Rapatnica,Elementary,Novo naselje Luka bb,Federation Of Bosnia and Herzegovina,TK,Srebrenik,44.701375,18.475391,38735696054,o.s.rapatnica@bih.net.ba,
JU OŠ “Sladna” Sladna,Elementary,Sladna bb,Federation Of Bosnia and Herzegovina,TK,Srebrenik,44.728928,18.426061,38735654254,ossladna@hotmail.com ,
JU OŠ “Tinja” Tinja,Elementary,Tinja bb,Federation Of Bosnia and Herzegovina,TK,Srebrenik,44.637214,18.554244,38735651619,os.tinja@bih.net.ba,
JU OŠ “Teo?ak” Teo?ak,Elementary,Teo?ak,Federation Of Bosnia and Herzegovina,TK,Teo?ak,44.601499,18.981005,38735755517,os.teocak@bih.net.ba,www.osteocak.com.ba
JU Osnovna muzicka škola Tuzla,Elementary,Ludvika Kube 1,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.536494,18.683811,38735252005,omskola.tz@gmail.com,
JU OŠ “Breške” Breške,Elementary,Breške bb,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.611165,18.653685,38735812218,osbreske@gmail.com,
JU OŠ “Bukinje” Bukinje,Elementary,Vojka Milovanovi?a 46 Bukinje,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.522869,18.600756,38735215414,os.bukinje@gmail.com,
JU OŠ “Husino” Tuzla,Elementary,27.jula 9,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.513768,18.614469,38735802015,nedimsivcevic@yahoo.com ,www.husino.ioskole.net
JU OŠ “Jala” Tuzla,Elementary,Muharema Fizovi?a 2,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.531495,18.686771,38735272598,os_jala@hotmail.com,
